   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 78, 98, 700, 1, normal 
0, 1, 0, 0, 1, 2, 700, 1, normal 
0, 2, 0, 0, 11, 14, 700, 1, normal 
0, 3, 0, 0, 64, 80, 700, 1, normal 
0, 4, 0, 0, 62, 78, 700, 1, normal 
0, 5, 0, 0, 8, 10, 700, 1, normal 
0, 6, 0, 0, 12, 15, 700, 1, normal 
0, 7, 0, 0, 59, 74, 700, 1, normal 
0, 8, 0, 0, 43, 54, 700, 1, normal 
0, 9, 0, 0, 40, 51, 700, 1, normal 
0, 10, 0, 0, 71, 89, 700, 1, normal 
0, 11, 0, 0, 32, 40, 700, 1, normal 
0, 12, 0, 0, 36, 46, 700, 1, normal 
0, 13, 0, 0, 61, 77, 700, 1, normal 
0, 14, 0, 0, 10, 13, 700, 1, normal 
0, 15, 0, 0, 20, 26, 700, 1, normal 
0, 16, 0, 0, 7, 9, 700, 1, normal 
0, 17, 0, 0, 59, 74, 700, 1, normal 
0, 18, 0, 0, 11, 14, 700, 1, normal 
