Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 70, 88, 70, 88
0, 1, 120, 151, 120, 151
0, 2, 131, 165, 131, 165
0, 3, 157, 198, 157, 198
0, 4, 213, 235, 213, 235
0, 5, 177, 224, 177, 224
0, 6, 192, 242, 192, 242
0, 7, 169, 239, 169, 239
0, 8, 172, 201, 172, 201
0, 9, 0, 9223372036854775807, 0, 9223372036854775807
0, 10, 177, 255, 177, 255
0, 11, 0, 9223372036854775807, 0, 9223372036854775807
0, 12, 0, 9223372036854775807, 0, 9223372036854775807
0, 13, 0, 9223372036854775807, 0, 9223372036854775807
0, 14, 0, 9223372036854775807, 0, 9223372036854775807
0, 15, 0, 9223372036854775807, 0, 9223372036854775807
0, 16, 0, 9223372036854775807, 0, 9223372036854775807
0, 17, 0, 9223372036854775807, 0, 9223372036854775807
