   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 22, 28, 1550, 1, normal 
0, 1, 0, 0, 56, 70, 1550, 1, normal 
0, 2, 0, 0, 52, 66, 1550, 1, normal 
0, 3, 0, 0, 56, 70, 1550, 1, normal 
0, 4, 0, 0, 24, 31, 1550, 1, normal 
0, 5, 0, 0, 40, 51, 1550, 1, normal 
0, 6, 0, 0, 67, 84, 1550, 1, normal 
0, 7, 0, 0, 8, 11, 1550, 1, normal 
0, 8, 0, 0, 35, 44, 1550, 1, normal 
0, 9, 0, 0, 35, 44, 1550, 1, normal 
0, 10, 0, 0, 3, 4, 1550, 1, normal 
0, 11, 0, 0, 7, 9, 1550, 1, normal 
0, 12, 0, 0, 76, 96, 1550, 1, normal 
0, 13, 0, 0, 72, 90, 1550, 1, normal 
0, 14, 0, 0, 76, 96, 1550, 1, normal 
0, 15, 0, 0, 60, 76, 1550, 1, normal 
0, 16, 0, 0, 75, 94, 1550, 1, normal 
0, 17, 0, 0, 42, 53, 1550, 1, normal 
0, 18, 0, 0, 58, 73, 1550, 1, normal 
0, 19, 0, 0, 78, 98, 1550, 1, normal 
0, 20, 0, 0, 6, 8, 1550, 1, normal 
0, 21, 0, 0, 40, 50, 1550, 1, normal 
