   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 64, 80, 1200, 1, normal 
0, 1, 0, 0, 7, 9, 1200, 1, normal 
0, 2, 0, 0, 12, 15, 1200, 1, normal 
0, 3, 0, 0, 44, 55, 1200, 1, normal 
0, 4, 0, 0, 58, 73, 1200, 1, normal 
0, 5, 0, 0, 57, 72, 1200, 1, normal 
0, 6, 0, 0, 44, 55, 1200, 1, normal 
0, 7, 0, 0, 26, 33, 1200, 1, normal 
0, 8, 0, 0, 63, 79, 1200, 1, normal 
0, 9, 0, 0, 56, 70, 1200, 1, normal 
0, 10, 0, 0, 15, 19, 1200, 1, normal 
0, 11, 0, 0, 48, 61, 1200, 1, normal 
0, 12, 0, 0, 77, 97, 1200, 1, normal 
0, 13, 0, 0, 65, 82, 1200, 1, normal 
0, 14, 0, 0, 35, 44, 1200, 1, normal 
0, 15, 0, 0, 46, 58, 1200, 1, normal 
0, 16, 0, 0, 57, 72, 1200, 1, normal 
