   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 9, 12, 700, 1, normal 
0, 1, 0, 0, 24, 30, 700, 1, normal 
0, 2, 0, 0, 13, 17, 700, 1, normal 
0, 3, 0, 0, 49, 62, 700, 1, normal 
0, 4, 0, 0, 20, 26, 700, 1, normal 
0, 5, 0, 0, 50, 63, 700, 1, normal 
0, 6, 0, 0, 60, 76, 700, 1, normal 
0, 7, 0, 0, 72, 91, 700, 1, normal 
0, 8, 0, 0, 15, 19, 700, 1, normal 
0, 9, 0, 0, 41, 52, 700, 1, normal 
0, 10, 0, 0, 44, 55, 700, 1, normal 
0, 11, 0, 0, 76, 95, 700, 1, normal 
0, 12, 0, 0, 6, 8, 700, 1, normal 
0, 13, 0, 0, 77, 97, 700, 1, normal 
0, 14, 0, 0, 14, 18, 700, 1, normal 
0, 15, 0, 0, 2, 3, 700, 1, normal 
0, 16, 0, 0, 36, 46, 700, 1, normal 
0, 17, 0, 0, 16, 21, 700, 1, normal 
0, 18, 0, 0, 70, 88, 700, 1, normal 
0, 19, 0, 0, 11, 14, 700, 1, normal 
0, 20, 0, 0, 21, 27, 700, 1, normal 
0, 21, 0, 0, 76, 96, 700, 1, normal 
0, 22, 0, 0, 33, 42, 700, 1, normal 
0, 23, 0, 0, 76, 96, 700, 1, normal 
0, 24, 0, 0, 44, 55, 700, 1, normal 
0, 25, 0, 0, 77, 97, 700, 1, normal 
0, 26, 0, 0, 4, 6, 700, 1, normal 
0, 27, 0, 0, 50, 63, 700, 1, normal 
