   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 45, 57, 600, 1, normal 
0, 1, 0, 0, 44, 56, 600, 1, normal 
0, 2, 0, 0, 36, 46, 600, 1, normal 
0, 3, 0, 0, 22, 28, 600, 1, normal 
0, 4, 0, 0, 44, 56, 600, 1, normal 
0, 5, 0, 0, 56, 71, 600, 1, normal 
0, 6, 0, 0, 15, 19, 600, 1, normal 
0, 7, 0, 0, 45, 57, 600, 1, normal 
0, 8, 0, 0, 50, 63, 600, 1, normal 
0, 9, 0, 0, 64, 80, 600, 1, normal 
0, 10, 0, 0, 12, 16, 600, 1, normal 
0, 11, 0, 0, 15, 19, 600, 1, normal 
0, 12, 0, 0, 1, 2, 600, 1, normal 
0, 13, 0, 0, 53, 67, 600, 1, normal 
0, 14, 0, 0, 43, 54, 600, 1, normal 
0, 15, 0, 0, 51, 64, 600, 1, normal 
0, 16, 0, 0, 25, 32, 600, 1, normal 
0, 17, 0, 0, 13, 17, 600, 1, normal 
0, 18, 0, 0, 60, 76, 600, 1, normal 
0, 19, 0, 0, 56, 70, 600, 1, normal 
0, 20, 0, 0, 41, 52, 600, 1, normal 
0, 21, 0, 0, 64, 81, 600, 1, normal 
0, 22, 0, 0, 51, 64, 600, 1, normal 
0, 23, 0, 0, 56, 71, 600, 1, normal 
0, 24, 0, 0, 42, 53, 600, 1, normal 
0, 25, 0, 0, 68, 85, 600, 1, normal 
0, 26, 0, 0, 66, 83, 600, 1, normal 
0, 27, 0, 0, 28, 35, 600, 1, normal 
0, 28, 0, 0, 11, 14, 600, 1, normal 
0, 29, 0, 0, 30, 38, 600, 1, normal 
0, 30, 0, 0, 25, 32, 600, 1, normal 
0, 31, 0, 0, 52, 66, 600, 1, normal 
