   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 3, 4, 650, 1, normal 
0, 1, 0, 0, 64, 81, 650, 1, normal 
0, 2, 0, 0, 8, 10, 650, 1, normal 
0, 3, 0, 0, 60, 75, 650, 1, normal 
0, 4, 0, 0, 20, 26, 650, 1, normal 
0, 5, 0, 0, 65, 82, 650, 1, normal 
0, 6, 0, 0, 60, 76, 650, 1, normal 
0, 7, 0, 0, 49, 62, 650, 1, normal 
0, 8, 0, 0, 72, 90, 650, 1, normal 
0, 9, 0, 0, 4, 6, 650, 1, normal 
0, 10, 0, 0, 17, 22, 650, 1, normal 
0, 11, 0, 0, 32, 40, 650, 1, normal 
0, 12, 0, 0, 0, 1, 650, 1, normal 
0, 13, 0, 0, 24, 31, 650, 1, normal 
0, 14, 0, 0, 44, 55, 650, 1, normal 
0, 15, 0, 0, 55, 69, 650, 1, normal 
0, 16, 0, 0, 30, 38, 650, 1, normal 
0, 17, 0, 0, 73, 92, 650, 1, normal 
0, 18, 0, 0, 8, 10, 650, 1, normal 
0, 19, 0, 0, 52, 66, 650, 1, normal 
0, 20, 0, 0, 37, 47, 650, 1, normal 
0, 21, 0, 0, 17, 22, 650, 1, normal 
0, 22, 0, 0, 52, 65, 650, 1, normal 
0, 23, 0, 0, 78, 98, 650, 1, normal 
0, 24, 0, 0, 46, 58, 650, 1, normal 
0, 25, 0, 0, 35, 44, 650, 1, normal 
