   Task ID,     Job ID,          Arrival min,          Arrival max,             Cost min,             Cost max,             Deadline,             Priority
0, 0, 0, 0, 5, 7, 400, 1, normal 
0, 1, 0, 0, 44, 55, 400, 1, normal 
0, 2, 0, 0, 49, 62, 400, 1, normal 
0, 3, 0, 0, 40, 51, 400, 1, normal 
0, 4, 0, 0, 19, 24, 400, 1, normal 
0, 5, 0, 0, 4, 6, 400, 1, normal 
0, 6, 0, 0, 54, 68, 400, 1, normal 
0, 7, 0, 0, 72, 90, 400, 1, normal 
0, 8, 0, 0, 17, 22, 400, 1, normal 
0, 9, 0, 0, 31, 39, 400, 1, normal 
0, 10, 0, 0, 42, 53, 400, 1, normal 
